filename,slide_id,patient_id,x,y
normal_031_20992_97408.jpg,normal_031,normal_031,20992,97408
normal_031_4608_97408.jpg,normal_031,normal_031,4608,97408
normal_031_62848_74624.jpg,normal_031,normal_031,62848,74624
normal_031_62848_91008.jpg,normal_031,normal_031,62848,91008
normal_031_63168_131776.jpg,normal_031,normal_031,63168,131776
normal_031_79232_91008.jpg,normal_031,normal_031,79232,91008
normal_032_10112_124992.jpg,normal_032,normal_032,10112,124992
normal_032_16576_116352.jpg,normal_032,normal_032,16576,116352
normal_032_26496_141376.jpg,normal_032,normal_032,26496,141376
normal_032_32960_116352.jpg,normal_032,normal_032,32960,116352
normal_032_32960_132736.jpg,normal_032,normal_032,32960,132736
normal_032_52096_109440.jpg,normal_032,normal_032,52096,109440
normal_032_52096_125824.jpg,normal_032,normal_032,52096,125824
normal_032_68480_109440.jpg,normal_032,normal_032,68480,109440
normal_032_68480_125824.jpg,normal_032,normal_032,68480,125824
normal_033_11136_53184.jpg,normal_033,normal_033,11136,53184
normal_033_14208_148416.jpg,normal_033,normal_033,14208,148416
normal_033_30528_84416.jpg,normal_033,normal_033,30528,84416
normal_033_33856_46976.jpg,normal_033,normal_033,33856,46976
normal_033_34432_178560.jpg,normal_033,normal_033,34432,178560
normal_033_36928_141376.jpg,normal_033,normal_033,36928,141376
normal_033_46912_84416.jpg,normal_033,normal_033,46912,84416
normal_033_50816_178560.jpg,normal_033,normal_033,50816,178560
normal_034_22400_84928.jpg,normal_034,normal_034,22400,84928
normal_034_38784_52160.jpg,normal_034,normal_034,38784,52160
normal_034_38784_84928.jpg,normal_034,normal_034,38784,84928
normal_034_50880_127872.jpg,normal_034,normal_034,50880,127872
normal_034_55168_68544.jpg,normal_034,normal_034,55168,68544
normal_034_55168_84928.jpg,normal_034,normal_034,55168,84928
normal_034_6016_68544.jpg,normal_034,normal_034,6016,68544
normal_034_6016_84928.jpg,normal_034,normal_034,6016,84928
normal_034_67264_111488.jpg,normal_034,normal_034,67264,111488
normal_034_67264_127872.jpg,normal_034,normal_034,67264,127872
normal_034_71552_101312.jpg,normal_034,normal_034,71552,101312
normal_034_71552_68544.jpg,normal_034,normal_034,71552,68544
normal_034_71552_84928.jpg,normal_034,normal_034,71552,84928
normal_035_42112_113088.jpg,normal_035,normal_035,42112,113088
normal_036_15744_155776.jpg,normal_036,normal_036,15744,155776
normal_036_28736_109184.jpg,normal_036,normal_036,28736,109184
normal_036_28736_125568.jpg,normal_036,normal_036,28736,125568
normal_036_32128_155776.jpg,normal_036,normal_036,32128,155776
normal_036_45120_109184.jpg,normal_036,normal_036,45120,109184
normal_036_45120_125568.jpg,normal_036,normal_036,45120,125568
normal_036_48512_155776.jpg,normal_036,normal_036,48512,155776
normal_037_19776_154240.jpg,normal_037,normal_037,19776,154240
normal_037_19776_170624.jpg,normal_037,normal_037,19776,170624
normal_037_25600_67968.jpg,normal_037,normal_037,25600,67968
normal_037_25600_84352.jpg,normal_037,normal_037,25600,84352
normal_037_36160_154240.jpg,normal_037,normal_037,36160,154240
normal_037_41984_67968.jpg,normal_037,normal_037,41984,67968
normal_037_43520_171584.jpg,normal_037,normal_037,43520,171584
normal_037_50112_84672.jpg,normal_037,normal_037,50112,84672
normal_038_18752_133824.jpg,normal_038,normal_038,18752,133824
normal_039_23616_86912.jpg,normal_039,normal_039,23616,86912
normal_039_30848_65152.jpg,normal_039,normal_039,30848,65152
normal_039_31104_172160.jpg,normal_039,normal_039,31104,172160
normal_039_33664_42112.jpg,normal_039,normal_039,33664,42112
normal_039_33664_58496.jpg,normal_039,normal_039,33664,58496
normal_039_38208_150400.jpg,normal_039,normal_039,38208,150400
normal_039_41792_127296.jpg,normal_039,normal_039,41792,127296
normal_039_41792_143680.jpg,normal_039,normal_039,41792,143680
normal_039_50048_58496.jpg,normal_039,normal_039,50048,58496
normal_040_17152_126336.jpg,normal_040,normal_040,17152,126336
normal_040_17152_142720.jpg,normal_040,normal_040,17152,142720
normal_040_17152_159104.jpg,normal_040,normal_040,17152,159104
normal_040_17152_93568.jpg,normal_040,normal_040,17152,93568
normal_040_22080_94848.jpg,normal_040,normal_040,22080,94848
normal_040_33536_109952.jpg,normal_040,normal_040,33536,109952
normal_040_33536_126336.jpg,normal_040,normal_040,33536,126336
normal_040_33536_142720.jpg,normal_040,normal_040,33536,142720
normal_040_33536_159104.jpg,normal_040,normal_040,33536,159104
normal_040_33536_93568.jpg,normal_040,normal_040,33536,93568
normal_040_49920_126336.jpg,normal_040,normal_040,49920,126336
normal_040_49920_159104.jpg,normal_040,normal_040,49920,159104
normal_040_49920_77184.jpg,normal_040,normal_040,49920,77184
normal_040_66304_109952.jpg,normal_040,normal_040,66304,109952
normal_040_66304_126336.jpg,normal_040,normal_040,66304,126336
normal_040_66304_93568.jpg,normal_040,normal_040,66304,93568
normal_041_24576_123840.jpg,normal_041,normal_041,24576,123840
normal_041_40960_123840.jpg,normal_041,normal_041,40960,123840
normal_041_44992_110400.jpg,normal_041,normal_041,44992,110400
normal_041_44992_94016.jpg,normal_041,normal_041,44992,94016
normal_041_57344_140224.jpg,normal_041,normal_041,57344,140224
normal_041_61376_110400.jpg,normal_041,normal_041,61376,110400
normal_041_61376_94016.jpg,normal_041,normal_041,61376,94016
normal_043_38976_145920.jpg,normal_043,normal_043,38976,145920
normal_044_14080_140096.jpg,normal_044,normal_044,14080,140096
normal_044_24000_95104.jpg,normal_044,normal_044,24000,95104
normal_044_73344_149440.jpg,normal_044,normal_044,73344,149440
normal_044_73344_165824.jpg,normal_044,normal_044,73344,165824
normal_046_33536_114880.jpg,normal_046,normal_046,33536,114880
normal_046_57600_136192.jpg,normal_046,normal_046,57600,136192
normal_047_17024_152320.jpg,normal_047,normal_047,17024,152320
normal_047_17024_168704.jpg,normal_047,normal_047,17024,168704
normal_047_17664_125824.jpg,normal_047,normal_047,17664,125824
normal_047_33408_152320.jpg,normal_047,normal_047,33408,152320
normal_047_33408_168704.jpg,normal_047,normal_047,33408,168704
normal_048_22144_115776.jpg,normal_048,normal_048,22144,115776
normal_048_22144_132160.jpg,normal_048,normal_048,22144,132160
normal_048_36608_133696.jpg,normal_048,normal_048,36608,133696
normal_049_31680_133376.jpg,normal_049,normal_049,31680,133376
normal_049_48064_133376.jpg,normal_049,normal_049,48064,133376
normal_050_14720_97024.jpg,normal_050,normal_050,14720,97024
normal_050_18944_142016.jpg,normal_050,normal_050,18944,142016
normal_050_18944_158400.jpg,normal_050,normal_050,18944,158400
normal_050_29376_110720.jpg,normal_050,normal_050,29376,110720
normal_050_29376_127104.jpg,normal_050,normal_050,29376,127104
normal_050_31104_80640.jpg,normal_050,normal_050,31104,80640
normal_050_31104_97024.jpg,normal_050,normal_050,31104,97024
normal_050_35328_158400.jpg,normal_050,normal_050,35328,158400
normal_050_45760_110720.jpg,normal_050,normal_050,45760,110720
normal_050_45760_127104.jpg,normal_050,normal_050,45760,127104
normal_050_45760_143488.jpg,normal_050,normal_050,45760,143488
normal_050_47296_153856.jpg,normal_050,normal_050,47296,153856
normal_050_62144_127104.jpg,normal_050,normal_050,62144,127104
normal_051_13056_55488.jpg,normal_051,normal_051,13056,55488
normal_051_704_106624.jpg,normal_051,normal_051,704,106624
normal_051_704_123008.jpg,normal_051,normal_051,704,123008
normal_052_23488_118272.jpg,normal_052,normal_052,23488,118272
normal_052_23488_134656.jpg,normal_052,normal_052,23488,134656
normal_052_29440_66752.jpg,normal_052,normal_052,29440,66752
normal_052_29440_83136.jpg,normal_052,normal_052,29440,83136
normal_052_39872_118272.jpg,normal_052,normal_052,39872,118272
normal_052_39872_134656.jpg,normal_052,normal_052,39872,134656
normal_052_39872_151040.jpg,normal_052,normal_052,39872,151040
normal_052_45824_83136.jpg,normal_052,normal_052,45824,83136
normal_052_45824_99520.jpg,normal_052,normal_052,45824,99520
normal_052_56256_134656.jpg,normal_052,normal_052,56256,134656
normal_052_58560_62784.jpg,normal_052,normal_052,58560,62784
normal_052_58560_79168.jpg,normal_052,normal_052,58560,79168
normal_052_74944_62784.jpg,normal_052,normal_052,74944,62784
normal_052_74944_79168.jpg,normal_052,normal_052,74944,79168
normal_052_74944_95552.jpg,normal_052,normal_052,74944,95552
normal_053_17344_144256.jpg,normal_053,normal_053,17344,144256
normal_053_17344_160640.jpg,normal_053,normal_053,17344,160640
normal_053_17344_177024.jpg,normal_053,normal_053,17344,177024
normal_053_33728_160640.jpg,normal_053,normal_053,33728,160640
normal_053_43264_117568.jpg,normal_053,normal_053,43264,117568
normal_053_43264_133952.jpg,normal_053,normal_053,43264,133952
normal_053_43968_116608.jpg,normal_053,normal_053,43968,116608
normal_053_58496_169472.jpg,normal_053,normal_053,58496,169472
normal_053_59648_117568.jpg,normal_053,normal_053,59648,117568
normal_053_59648_133952.jpg,normal_053,normal_053,59648,133952
normal_053_61120_157184.jpg,normal_053,normal_053,61120,157184
normal_053_61120_173568.jpg,normal_053,normal_053,61120,173568
normal_053_72384_148608.jpg,normal_053,normal_053,72384,148608
normal_053_77504_157184.jpg,normal_053,normal_053,77504,157184
normal_053_77504_173568.jpg,normal_053,normal_053,77504,173568
normal_053_960_127872.jpg,normal_053,normal_053,960,127872
normal_053_960_144256.jpg,normal_053,normal_053,960,144256
normal_053_960_160640.jpg,normal_053,normal_053,960,160640
normal_054_14400_122304.jpg,normal_054,normal_054,14400,122304
normal_055_28352_150144.jpg,normal_055,normal_055,28352,150144
normal_055_44736_150144.jpg,normal_055,normal_055,44736,150144
normal_055_44736_166528.jpg,normal_055,normal_055,44736,166528
normal_055_51136_123584.jpg,normal_055,normal_055,51136,123584
normal_055_61120_150144.jpg,normal_055,normal_055,61120,150144
normal_055_67520_123584.jpg,normal_055,normal_055,67520,123584
normal_056_10752_115520.jpg,normal_056,normal_056,10752,115520
normal_056_27136_115520.jpg,normal_056,normal_056,27136,115520
normal_056_52672_95104.jpg,normal_056,normal_056,52672,95104
normal_056_59072_127232.jpg,normal_056,normal_056,59072,127232
normal_057_25216_120576.jpg,normal_057,normal_057,25216,120576
normal_057_54592_115328.jpg,normal_057,normal_057,54592,115328
normal_057_54592_98944.jpg,normal_057,normal_057,54592,98944
normal_057_70976_115328.jpg,normal_057,normal_057,70976,115328
normal_058_21568_130176.jpg,normal_058,normal_058,21568,130176
normal_058_21568_146560.jpg,normal_058,normal_058,21568,146560
normal_058_21568_162944.jpg,normal_058,normal_058,21568,162944
normal_058_37952_146560.jpg,normal_058,normal_058,37952,146560
normal_058_37952_162944.jpg,normal_058,normal_058,37952,162944
normal_058_47232_125056.jpg,normal_058,normal_058,47232,125056
normal_058_50880_164928.jpg,normal_058,normal_058,50880,164928
normal_059_55552_55808.jpg,normal_059,normal_059,55552,55808
normal_059_55936_130176.jpg,normal_059,normal_059,55936,130176
normal_060_29824_52160.jpg,normal_060,normal_060,29824,52160
normal_060_41920_102336.jpg,normal_060,normal_060,41920,102336
normal_061_17280_69184.jpg,normal_061,normal_061,17280,69184
normal_061_17280_85568.jpg,normal_061,normal_061,17280,85568
normal_061_24768_153408.jpg,normal_061,normal_061,24768,153408
normal_061_24768_169792.jpg,normal_061,normal_061,24768,169792
normal_061_30656_114240.jpg,normal_061,normal_061,30656,114240
normal_061_33664_69184.jpg,normal_061,normal_061,33664,69184
normal_061_33664_85568.jpg,normal_061,normal_061,33664,85568
normal_061_36672_198848.jpg,normal_061,normal_061,36672,198848
normal_061_41152_153408.jpg,normal_061,normal_061,41152,153408
normal_061_41152_169792.jpg,normal_061,normal_061,41152,169792
normal_061_54976_60288.jpg,normal_061,normal_061,54976,60288
normal_061_62656_146240.jpg,normal_061,normal_061,62656,146240
normal_062_18368_123584.jpg,normal_062,normal_062,18368,123584
normal_062_18368_139968.jpg,normal_062,normal_062,18368,139968
normal_063_10432_103040.jpg,normal_063,normal_063,10432,103040
normal_063_11136_127488.jpg,normal_063,normal_063,11136,127488
normal_063_39488_112192.jpg,normal_063,normal_063,39488,112192
normal_063_39488_128576.jpg,normal_063,normal_063,39488,128576
normal_063_39488_95808.jpg,normal_063,normal_063,39488,95808
normal_063_55872_128576.jpg,normal_063,normal_063,55872,128576
normal_063_55872_95808.jpg,normal_063,normal_063,55872,95808
normal_064_1280_92544.jpg,normal_064,normal_064,1280,92544
normal_064_27200_73728.jpg,normal_064,normal_064,27200,73728
normal_064_43584_57344.jpg,normal_064,normal_064,43584,57344
normal_064_43584_73728.jpg,normal_064,normal_064,43584,73728
normal_064_53888_160256.jpg,normal_064,normal_064,53888,160256
normal_064_59968_57344.jpg,normal_064,normal_064,59968,57344
normal_064_60608_51392.jpg,normal_064,normal_064,60608,51392
normal_064_70272_111104.jpg,normal_064,normal_064,70272,111104
normal_064_70272_143872.jpg,normal_064,normal_064,70272,143872
normal_065_22720_124288.jpg,normal_065,normal_065,22720,124288
normal_065_22720_140672.jpg,normal_065,normal_065,22720,140672
normal_065_22720_157056.jpg,normal_065,normal_065,22720,157056
normal_065_39104_124288.jpg,normal_065,normal_065,39104,124288
normal_065_45632_162880.jpg,normal_065,normal_065,45632,162880
normal_065_58112_144640.jpg,normal_065,normal_065,58112,144640
normal_066_17216_110528.jpg,normal_066,normal_066,17216,110528
normal_066_17216_126912.jpg,normal_066,normal_066,17216,126912
normal_066_17216_143296.jpg,normal_066,normal_066,17216,143296
normal_066_17216_159680.jpg,normal_066,normal_066,17216,159680
normal_066_17216_77760.jpg,normal_066,normal_066,17216,77760
normal_066_17216_94144.jpg,normal_066,normal_066,17216,94144
normal_066_33600_110528.jpg,normal_066,normal_066,33600,110528
normal_066_33600_126912.jpg,normal_066,normal_066,33600,126912
normal_066_33600_61376.jpg,normal_066,normal_066,33600,61376
normal_066_33600_77760.jpg,normal_066,normal_066,33600,77760
normal_066_33600_94144.jpg,normal_066,normal_066,33600,94144
normal_066_49984_110528.jpg,normal_066,normal_066,49984,110528
normal_066_49984_77760.jpg,normal_066,normal_066,49984,77760
normal_066_58944_107712.jpg,normal_066,normal_066,58944,107712
normal_066_58944_124096.jpg,normal_066,normal_066,58944,124096
normal_066_58944_74944.jpg,normal_066,normal_066,58944,74944
normal_066_58944_91328.jpg,normal_066,normal_066,58944,91328
normal_066_66880_166144.jpg,normal_066,normal_066,66880,166144
normal_066_70144_161600.jpg,normal_066,normal_066,70144,161600
normal_066_75328_107712.jpg,normal_066,normal_066,75328,107712
normal_066_75328_124096.jpg,normal_066,normal_066,75328,124096
normal_066_75328_140480.jpg,normal_066,normal_066,75328,140480
normal_066_75328_156864.jpg,normal_066,normal_066,75328,156864
normal_066_832_110528.jpg,normal_066,normal_066,832,110528
normal_066_832_126912.jpg,normal_066,normal_066,832,126912
normal_066_832_94144.jpg,normal_066,normal_066,832,94144
normal_067_14272_135872.jpg,normal_067,normal_067,14272,135872
normal_067_15488_151296.jpg,normal_067,normal_067,15488,151296
normal_067_28160_113088.jpg,normal_067,normal_067,28160,113088
normal_067_29120_108288.jpg,normal_067,normal_067,29120,108288
normal_067_31488_93568.jpg,normal_067,normal_067,31488,93568
normal_067_31872_167680.jpg,normal_067,normal_067,31872,167680
normal_067_43648_153856.jpg,normal_067,normal_067,43648,153856
normal_067_55232_116352.jpg,normal_067,normal_067,55232,116352
normal_067_56448_93312.jpg,normal_067,normal_067,56448,93312
normal_067_56512_123520.jpg,normal_067,normal_067,56512,123520
normal_067_56512_139904.jpg,normal_067,normal_067,56512,139904
normal_067_8576_115456.jpg,normal_067,normal_067,8576,115456
normal_068_59776_102848.jpg,normal_068,normal_068,59776,102848
normal_068_59776_119232.jpg,normal_068,normal_068,59776,119232
normal_068_59776_86464.jpg,normal_068,normal_068,59776,86464
normal_068_76160_102848.jpg,normal_068,normal_068,76160,102848
normal_068_76160_119232.jpg,normal_068,normal_068,76160,119232
normal_068_76160_86464.jpg,normal_068,normal_068,76160,86464
normal_069_24384_157824.jpg,normal_069,normal_069,24384,157824
normal_069_35456_189952.jpg,normal_069,normal_069,35456,189952
normal_069_51840_173568.jpg,normal_069,normal_069,51840,173568
normal_069_67264_127104.jpg,normal_069,normal_069,67264,127104
normal_069_67264_143488.jpg,normal_069,normal_069,67264,143488
normal_069_67264_159872.jpg,normal_069,normal_069,67264,159872
normal_069_8000_141440.jpg,normal_069,normal_069,8000,141440
normal_069_83648_143488.jpg,normal_069,normal_069,83648,143488
normal_070_10368_138240.jpg,normal_070,normal_070,10368,138240
normal_070_26752_105472.jpg,normal_070,normal_070,26752,105472
normal_070_26752_121856.jpg,normal_070,normal_070,26752,121856
normal_070_26752_138240.jpg,normal_070,normal_070,26752,138240
normal_070_26752_154624.jpg,normal_070,normal_070,26752,154624
normal_070_31360_178752.jpg,normal_070,normal_070,31360,178752
normal_070_43136_121856.jpg,normal_070,normal_070,43136,121856
normal_070_43136_138240.jpg,normal_070,normal_070,43136,138240
normal_070_47744_178752.jpg,normal_070,normal_070,47744,178752
normal_070_59520_105472.jpg,normal_070,normal_070,59520,105472
normal_070_59520_121856.jpg,normal_070,normal_070,59520,121856
normal_070_59520_138240.jpg,normal_070,normal_070,59520,138240
normal_070_59520_154624.jpg,normal_070,normal_070,59520,154624
normal_070_75904_105472.jpg,normal_070,normal_070,75904,105472
normal_070_75904_121856.jpg,normal_070,normal_070,75904,121856
normal_070_75904_138240.jpg,normal_070,normal_070,75904,138240
normal_071_10240_90432.jpg,normal_071,normal_071,10240,90432
normal_071_26624_90432.jpg,normal_071,normal_071,26624,90432
normal_071_46848_105280.jpg,normal_071,normal_071,46848,105280
normal_071_46848_88896.jpg,normal_071,normal_071,46848,88896
normal_071_63232_88896.jpg,normal_071,normal_071,63232,88896
normal_072_23936_155328.jpg,normal_072,normal_072,23936,155328
normal_072_23936_171712.jpg,normal_072,normal_072,23936,171712
normal_072_29120_74752.jpg,normal_072,normal_072,29120,74752
normal_072_40320_155328.jpg,normal_072,normal_072,40320,155328
normal_072_40320_171712.jpg,normal_072,normal_072,40320,171712
normal_072_61888_107520.jpg,normal_072,normal_072,61888,107520
normal_072_61888_91136.jpg,normal_072,normal_072,61888,91136
normal_073_29120_165312.jpg,normal_073,normal_073,29120,165312
normal_073_29568_103872.jpg,normal_073,normal_073,29568,103872
normal_073_29568_87488.jpg,normal_073,normal_073,29568,87488
normal_073_45504_165312.jpg,normal_073,normal_073,45504,165312
normal_073_45952_87488.jpg,normal_073,normal_073,45952,87488
normal_073_50688_154816.jpg,normal_073,normal_073,50688,154816
normal_073_51648_77376.jpg,normal_073,normal_073,51648,77376
normal_074_16576_117376.jpg,normal_074,normal_074,16576,117376
normal_074_20544_76992.jpg,normal_074,normal_074,20544,76992
normal_074_22272_161920.jpg,normal_074,normal_074,22272,161920
normal_074_22272_178304.jpg,normal_074,normal_074,22272,178304
normal_074_32960_117376.jpg,normal_074,normal_074,32960,117376
normal_074_36928_76992.jpg,normal_074,normal_074,36928,76992
normal_074_38656_161920.jpg,normal_074,normal_074,38656,161920
normal_074_38656_178304.jpg,normal_074,normal_074,38656,178304
normal_074_38656_194688.jpg,normal_074,normal_074,38656,194688
normal_074_49344_117376.jpg,normal_074,normal_074,49344,117376
normal_074_49344_133760.jpg,normal_074,normal_074,49344,133760
normal_074_55040_161920.jpg,normal_074,normal_074,55040,161920
normal_074_65728_117376.jpg,normal_074,normal_074,65728,117376
normal_074_65728_133760.jpg,normal_074,normal_074,65728,133760
normal_075_12544_123328.jpg,normal_075,normal_075,12544,123328
normal_075_12544_139712.jpg,normal_075,normal_075,12544,139712
normal_075_24512_154496.jpg,normal_075,normal_075,24512,154496
normal_075_24512_170880.jpg,normal_075,normal_075,24512,170880
normal_075_28928_123328.jpg,normal_075,normal_075,28928,123328
normal_075_28928_139712.jpg,normal_075,normal_075,28928,139712
normal_075_40896_154496.jpg,normal_075,normal_075,40896,154496
normal_075_47616_135552.jpg,normal_075,normal_075,47616,135552
normal_075_47616_151936.jpg,normal_075,normal_075,47616,151936
normal_075_52800_171264.jpg,normal_075,normal_075,52800,171264
normal_075_64000_135552.jpg,normal_075,normal_075,64000,135552
normal_075_80960_153536.jpg,normal_075,normal_075,80960,153536
normal_076_17216_113856.jpg,normal_076,normal_076,17216,113856
normal_076_17216_130240.jpg,normal_076,normal_076,17216,130240
normal_076_17216_146624.jpg,normal_076,normal_076,17216,146624
normal_076_17216_97472.jpg,normal_076,normal_076,17216,97472
normal_076_33600_113856.jpg,normal_076,normal_076,33600,113856
normal_076_33600_146624.jpg,normal_076,normal_076,33600,146624
normal_076_33600_97472.jpg,normal_076,normal_076,33600,97472
normal_076_4416_167488.jpg,normal_076,normal_076,4416,167488
normal_076_46976_103360.jpg,normal_076,normal_076,46976,103360
normal_076_48320_143232.jpg,normal_076,normal_076,48320,143232
normal_076_48320_159616.jpg,normal_076,normal_076,48320,159616
normal_076_48320_176000.jpg,normal_076,normal_076,48320,176000
normal_076_51712_71488.jpg,normal_076,normal_076,51712,71488
normal_076_63360_103360.jpg,normal_076,normal_076,63360,103360
normal_076_63360_119744.jpg,normal_076,normal_076,63360,119744
normal_076_63360_136128.jpg,normal_076,normal_076,63360,136128
normal_076_64704_143232.jpg,normal_076,normal_076,64704,143232
normal_076_64704_159616.jpg,normal_076,normal_076,64704,159616
normal_076_64704_176000.jpg,normal_076,normal_076,64704,176000
normal_076_68096_87872.jpg,normal_076,normal_076,68096,87872
normal_076_79744_119744.jpg,normal_076,normal_076,79744,119744
normal_076_832_113856.jpg,normal_076,normal_076,832,113856
normal_076_832_130240.jpg,normal_076,normal_076,832,130240
normal_076_832_146624.jpg,normal_076,normal_076,832,146624
normal_077_23488_148416.jpg,normal_077,normal_077,23488,148416
normal_077_23488_164800.jpg,normal_077,normal_077,23488,164800
normal_077_34880_120640.jpg,normal_077,normal_077,34880,120640
normal_077_51264_120640.jpg,normal_077,normal_077,51264,120640
normal_077_51264_137024.jpg,normal_077,normal_077,51264,137024
normal_078_37632_112384.jpg,normal_078,normal_078,37632,112384
normal_078_37632_128768.jpg,normal_078,normal_078,37632,128768
normal_078_37632_145152.jpg,normal_078,normal_078,37632,145152
normal_078_54016_112384.jpg,normal_078,normal_078,54016,112384
normal_078_54016_128768.jpg,normal_078,normal_078,54016,128768
normal_078_54016_96000.jpg,normal_078,normal_078,54016,96000
normal_079_28288_153344.jpg,normal_079,normal_079,28288,153344
normal_079_39808_88576.jpg,normal_079,normal_079,39808,88576
